hlpi_name,series_ref,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Income quintile 1 (low),HPIQ.SIQ103,2012Q3,disq1,3,Clothing and footwear,Clothing and footwear,group,1024,0,-1.4
Income quintile 2,HPIQ.SIQ203,2012Q3,disq2,3,Clothing and footwear,Clothing and footwear,group,1027,-0.7,-1.2
Income quintile 3,HPIQ.SIQ303,2012Q3,disq3,3,Clothing and footwear,Clothing and footwear,group,1025,-0.3,-1.1
Income quintile 4,HPIQ.SIQ403,2012Q3,disq4,3,Clothing and footwear,Clothing and footwear,group,1016,-0.4,-0.7
Income quintile 5 (high),HPIQ.SIQ503,2012Q3,disq5,3,Clothing and footwear,Clothing and footwear,group,1016,-0.5,-0.7
Expenditure quintile 1 (low),HPIQ.SEQ103,2012Q3,expq1,3,Clothing and footwear,Clothing and footwear,group,1036,-0.2,-1
Expenditure quintile 2,HPIQ.SEQ203,2012Q3,expq2,3,Clothing and footwear,Clothing and footwear,group,1019,-0.2,-1.3
Expenditure quintile 3,HPIQ.SEQ303,2012Q3,expq3,3,Clothing and footwear,Clothing and footwear,group,1026,-0.7,-1.2
Expenditure quintile 4,HPIQ.SEQ403,2012Q3,expq4,3,Clothing and footwear,Clothing and footwear,group,1015,-0.6,-0.8
Expenditure quintile 5 (high),HPIQ.SEQ503,2012Q3,expq5,3,Clothing and footwear,Clothing and footwear,group,1016,-0.3,-1
Maori,HPIQ.SMAO03,2012Q3,maori,3,Clothing and footwear,Clothing and footwear,group,1032,-0.1,-1.1
Superannuitant,HPIQ.SSUP03,2012Q3,super,3,Clothing and footwear,Clothing and footwear,group,1017,-0.3,-0.4
All households,HPIQ.SALL031,2012Q3,allhh,3.1,Clothing,Clothing,subgroup,1018,-0.6,-0.8
Beneficiary,HPIQ.SBEN031,2012Q3,benef,3.1,Clothing,Clothing,subgroup,1023,-0.3,-1.2
Income quintile 1 (low),HPIQ.SIQ1031,2012Q3,disq1,3.1,Clothing,Clothing,subgroup,1022,-0.2,-1.4
Income quintile 2,HPIQ.SIQ2031,2012Q3,disq2,3.1,Clothing,Clothing,subgroup,1025,-1.2,-1.3
Income quintile 3,HPIQ.SIQ3031,2012Q3,disq3,3.1,Clothing,Clothing,subgroup,1024,-0.4,-0.9
Income quintile 4,HPIQ.SIQ4031,2012Q3,disq4,3.1,Clothing,Clothing,subgroup,1013,-0.4,-0.5
Income quintile 5 (high),HPIQ.SIQ5031,2012Q3,disq5,3.1,Clothing,Clothing,subgroup,1012,-0.6,-0.5
Expenditure quintile 1 (low),HPIQ.SEQ1031,2012Q3,expq1,3.1,Clothing,Clothing,subgroup,1037,-0.5,-1
Expenditure quintile 2,HPIQ.SEQ2031,2012Q3,expq2,3.1,Clothing,Clothing,subgroup,1015,-0.4,-1.3
Expenditure quintile 3,HPIQ.SEQ3031,2012Q3,expq3,3.1,Clothing,Clothing,subgroup,1024,-0.9,-1.1
Expenditure quintile 4,HPIQ.SEQ4031,2012Q3,expq4,3.1,Clothing,Clothing,subgroup,1012,-0.7,-0.5
Expenditure quintile 5 (high),HPIQ.SEQ5031,2012Q3,expq5,3.1,Clothing,Clothing,subgroup,1014,-0.2,-0.7
Maori,HPIQ.SMAO031,2012Q3,maori,3.1,Clothing,Clothing,subgroup,1031,-0.3,-1.2
Superannuitant,HPIQ.SSUP031,2012Q3,super,3.1,Clothing,Clothing,subgroup,1015,-0.5,-0.3
All households,HPIQ.SALL032,2012Q3,allhh,3.2,Footwear,Footwear,subgroup,1032,0.2,-1.7
Beneficiary,HPIQ.SBEN032,2012Q3,benef,3.2,Footwear,Footwear,subgroup,1034,0.4,-1.6
Income quintile 1 (low),HPIQ.SIQ1032,2012Q3,disq1,3.2,Footwear,Footwear,subgroup,1031,0.4,-1.8
Income quintile 2,HPIQ.SIQ2032,2012Q3,disq2,3.2,Footwear,Footwear,subgroup,1031,1,-0.9
Income quintile 3,HPIQ.SIQ3032,2012Q3,disq3,3.2,Footwear,Footwear,subgroup,1033,0.4,-1.5
Income quintile 4,HPIQ.SIQ4032,2012Q3,disq4,3.2,Footwear,Footwear,subgroup,1036,0.1,-1.7
Income quintile 5 (high),HPIQ.SIQ5032,2012Q3,disq5,3.2,Footwear,Footwear,subgroup,1030,-0.5,-2.3
Expenditure quintile 1 (low),HPIQ.SEQ1032,2012Q3,expq1,3.2,Footwear,Footwear,subgroup,1033,0.6,-0.9
Expenditure quintile 2,HPIQ.SEQ2032,2012Q3,expq2,3.2,Footwear,Footwear,subgroup,1032,0.4,-1.6
Expenditure quintile 3,HPIQ.SEQ3032,2012Q3,expq3,3.2,Footwear,Footwear,subgroup,1035,0.3,-1.5
Expenditure quintile 4,HPIQ.SEQ4032,2012Q3,expq4,3.2,Footwear,Footwear,subgroup,1031,0.3,-2
Expenditure quintile 5 (high),HPIQ.SEQ5032,2012Q3,expq5,3.2,Footwear,Footwear,subgroup,1030,-0.2,-2.1
Maori,HPIQ.SMAO032,2012Q3,maori,3.2,Footwear,Footwear,subgroup,1034,0.8,-0.8
Superannuitant,HPIQ.SSUP032,2012Q3,super,3.2,Footwear,Footwear,subgroup,1026,0.1,-1.2
All households,HPIQ.SALL04,2012Q3,allhh,4,Housing and household utilities,Housing,group,952,0.8,2.8
Beneficiary,HPIQ.SBEN04,2012Q3,benef,4,Housing and household utilities,Housing,group,960,0.7,2.7
Income quintile 1 (low),HPIQ.SIQ104,2012Q3,disq1,4,Housing and household utilities,Housing,group,956,1,3
Income quintile 2,HPIQ.SIQ204,2012Q3,disq2,4,Housing and household utilities,Housing,group,955,0.8,2.8
Income quintile 3,HPIQ.SIQ304,2012Q3,disq3,4,Housing and household utilities,Housing,group,952,0.8,2.9
Income quintile 4,HPIQ.SIQ404,2012Q3,disq4,4,Housing and household utilities,Housing,group,951,1,2.9
Income quintile 5 (high),HPIQ.SIQ504,2012Q3,disq5,4,Housing and household utilities,Housing,group,945,0.9,2.7
Expenditure quintile 1 (low),HPIQ.SEQ104,2012Q3,expq1,4,Housing and household utilities,Housing,group,954,1.1,3.1
Expenditure quintile 2,HPIQ.SEQ204,2012Q3,expq2,4,Housing and household utilities,Housing,group,956,0.8,2.9
Expenditure quintile 3,HPIQ.SEQ304,2012Q3,expq3,4,Housing and household utilities,Housing,group,954,1,2.9
Expenditure quintile 4,HPIQ.SEQ404,2012Q3,expq4,4,Housing and household utilities,Housing,group,950,0.8,2.8
Expenditure quintile 5 (high),HPIQ.SEQ504,2012Q3,expq5,4,Housing and household utilities,Housing,group,946,0.7,2.7
Maori,HPIQ.SMAO04,2012Q3,maori,4,Housing and household utilities,Housing,group,959,0.7,2.7
Superannuitant,HPIQ.SSUP04,2012Q3,super,4,Housing and household utilities,Housing,group,945,1.4,3.3
All households,HPIQ.SALL041,2012Q3,allhh,4.1,Actual rentals for housing,Rent,subgroup,965,0.6,2.3
Beneficiary,HPIQ.SBEN041,2012Q3,benef,4.1,Actual rentals for housing,Rent,subgroup,967,0.6,2.3
Income quintile 1 (low),HPIQ.SIQ1041,2012Q3,disq1,4.1,Actual rentals for housing,Rent,subgroup,967,0.6,2.3
Income quintile 2,HPIQ.SIQ2041,2012Q3,disq2,4.1,Actual rentals for housing,Rent,subgroup,966,0.6,2.3
Income quintile 3,HPIQ.SIQ3041,2012Q3,disq3,4.1,Actual rentals for housing,Rent,subgroup,964,0.5,2.3
Income quintile 4,HPIQ.SIQ4041,2012Q3,disq4,4.1,Actual rentals for housing,Rent,subgroup,963,0.5,2.3
Income quintile 5 (high),HPIQ.SIQ5041,2012Q3,disq5,4.1,Actual rentals for housing,Rent,subgroup,964,0.5,2.3
Expenditure quintile 1 (low),HPIQ.SEQ1041,2012Q3,expq1,4.1,Actual rentals for housing,Rent,subgroup,968,0.6,2.3
Expenditure quintile 2,HPIQ.SEQ2041,2012Q3,expq2,4.1,Actual rentals for housing,Rent,subgroup,965,0.5,2.3
Expenditure quintile 3,HPIQ.SEQ3041,2012Q3,expq3,4.1,Actual rentals for housing,Rent,subgroup,965,0.6,2.4
Expenditure quintile 4,HPIQ.SEQ4041,2012Q3,expq4,4.1,Actual rentals for housing,Rent,subgroup,963,0.5,2.3
Expenditure quintile 5 (high),HPIQ.SEQ5041,2012Q3,expq5,4.1,Actual rentals for housing,Rent,subgroup,963,0.5,2.3
Maori,HPIQ.SMAO041,2012Q3,maori,4.1,Actual rentals for housing,Rent,subgroup,970,0.6,2.2
Superannuitant,HPIQ.SSUP041,2012Q3,super,4.1,Actual rentals for housing,Rent,subgroup,965,0.5,2.3
All households,HPIQ.SALL043,2012Q3,allhh,4.3,Property maintenance,Property maintenance,subgroup,933,-0.5,0.9
Beneficiary,HPIQ.SBEN043,2012Q3,benef,4.3,Property maintenance,Property maintenance,subgroup,956,-0.5,0.6
Income quintile 1 (low),HPIQ.SIQ1043,2012Q3,disq1,4.3,Property maintenance,Property maintenance,subgroup,940,-0.4,1
Income quintile 2,HPIQ.SIQ2043,2012Q3,disq2,4.3,Property maintenance,Property maintenance,subgroup,940,-0.4,0.8
Income quintile 3,HPIQ.SIQ3043,2012Q3,disq3,4.3,Property maintenance,Property maintenance,subgroup,931,-0.6,0.6
Income quintile 4,HPIQ.SIQ4043,2012Q3,disq4,4.3,Property maintenance,Property maintenance,subgroup,941,-0.5,1
Income quintile 5 (high),HPIQ.SIQ5043,2012Q3,disq5,4.3,Property maintenance,Property maintenance,subgroup,923,-0.5,1
Expenditure quintile 1 (low),HPIQ.SEQ1043,2012Q3,expq1,4.3,Property maintenance,Property maintenance,subgroup,935,-0.5,1
Expenditure quintile 2,HPIQ.SEQ2043,2012Q3,expq2,4.3,Property maintenance,Property maintenance,subgroup,938,-0.5,0.9
Expenditure quintile 3,HPIQ.SEQ3043,2012Q3,expq3,4.3,Property maintenance,Property maintenance,subgroup,945,-0.3,0.9
Expenditure quintile 4,HPIQ.SEQ4043,2012Q3,expq4,4.3,Property maintenance,Property maintenance,subgroup,927,-0.5,0.8
Expenditure quintile 5 (high),HPIQ.SEQ5043,2012Q3,expq5,4.3,Property maintenance,Property maintenance,subgroup,930,-0.5,1
Maori,HPIQ.SMAO043,2012Q3,maori,4.3,Property maintenance,Property maintenance,subgroup,942,-0.6,0.7
Superannuitant,HPIQ.SSUP043,2012Q3,super,4.3,Property maintenance,Property maintenance,subgroup,930,-0.4,1.1
All households,HPIQ.SALL044,2012Q3,allhh,4.4,Property rates and related services,Property rates,subgroup,954,3.6,4
Beneficiary,HPIQ.SBEN044,2012Q3,benef,4.4,Property rates and related services,Property rates,subgroup,957,3.7,4.1
Income quintile 1 (low),HPIQ.SIQ1044,2012Q3,disq1,4.4,Property rates and related services,Property rates,subgroup,955,3.6,4.1
Income quintile 2,HPIQ.SIQ2044,2012Q3,disq2,4.4,Property rates and related services,Property rates,subgroup,955,3.6,4
Income quintile 3,HPIQ.SIQ3044,2012Q3,disq3,4.4,Property rates and related services,Property rates,subgroup,953,3.4,3.9
Income quintile 4,HPIQ.SIQ4044,2012Q3,disq4,4.4,Property rates and related services,Property rates,subgroup,951,3.4,3.9
Income quintile 5 (high),HPIQ.SIQ5044,2012Q3,disq5,4.4,Property rates and related services,Property rates,subgroup,953,3.4,3.8
Expenditure quintile 1 (low),HPIQ.SEQ1044,2012Q3,expq1,4.4,Property rates and related services,Property rates,subgroup,957,3.8,4.2
Expenditure quintile 2,HPIQ.SEQ2044,2012Q3,expq2,4.4,Property rates and related services,Property rates,subgroup,954,3.6,4
Expenditure quintile 3,HPIQ.SEQ3044,2012Q3,expq3,4.4,Property rates and related services,Property rates,subgroup,954,3.5,4
Expenditure quintile 4,HPIQ.SEQ4044,2012Q3,expq4,4.4,Property rates and related services,Property rates,subgroup,952,3.4,3.8
Expenditure quintile 5 (high),HPIQ.SEQ5044,2012Q3,expq5,4.4,Property rates and related services,Property rates,subgroup,952,3.4,3.8
Maori,HPIQ.SMAO044,2012Q3,maori,4.4,Property rates and related services,Property rates,subgroup,958,3.8,4.2
Superannuitant,HPIQ.SSUP044,2012Q3,super,4.4,Property rates and related services,Property rates,subgroup,953,3.6,4.2
All households,HPIQ.SALL045,2012Q3,allhh,4.5,Household energy,Household energy,subgroup,935,0.3,4
Beneficiary,HPIQ.SBEN045,2012Q3,benef,4.5,Household energy,Household energy,subgroup,938,0.3,4
Income quintile 1 (low),HPIQ.SIQ1045,2012Q3,disq1,4.5,Household energy,Household energy,subgroup,936,0.3,4
Income quintile 2,HPIQ.SIQ2045,2012Q3,disq2,4.5,Household energy,Household energy,subgroup,936,0.4,4
Income quintile 3,HPIQ.SIQ3045,2012Q3,disq3,4.5,Household energy,Household energy,subgroup,934,0.3,3.8
Income quintile 4,HPIQ.SIQ4045,2012Q3,disq4,4.5,Household energy,Household energy,subgroup,933,0.3,4
Income quintile 5 (high),HPIQ.SIQ5045,2012Q3,disq5,4.5,Household energy,Household energy,subgroup,937,0.4,4
Expenditure quintile 1 (low),HPIQ.SEQ1045,2012Q3,expq1,4.5,Household energy,Household energy,subgroup,933,0.3,4
Expenditure quintile 2,HPIQ.SEQ2045,2012Q3,expq2,4.5,Household energy,Household energy,subgroup,937,0.3,3.9
Expenditure quintile 3,HPIQ.SEQ3045,2012Q3,expq3,4.5,Household energy,Household energy,subgroup,934,0.3,3.9
Expenditure quintile 4,HPIQ.SEQ4045,2012Q3,expq4,4.5,Household energy,Household energy,subgroup,936,0.3,3.9
Expenditure quintile 5 (high),HPIQ.SEQ5045,2012Q3,expq5,4.5,Household energy,Household energy,subgroup,935,0.3,3.9
Maori,HPIQ.SMAO045,2012Q3,maori,4.5,Household energy,Household energy,subgroup,934,0.3,4
Superannuitant,HPIQ.SSUP045,2012Q3,super,4.5,Household energy,Household energy,subgroup,927,0.4,3.8
All households,HPIQ.SALL05,2012Q3,allhh,5,Household contents and services,Contents and services,group,1022,0.3,-0.9
Beneficiary,HPIQ.SBEN05,2012Q3,benef,5,Household contents and services,Contents and services,group,1029,0.2,-2
Income quintile 1 (low),HPIQ.SIQ105,2012Q3,disq1,5,Household contents and services,Contents and services,group,1021,0.3,-1.4
Income quintile 2,HPIQ.SIQ205,2012Q3,disq2,5,Household contents and services,Contents and services,group,1027,0.1,-1.2
Income quintile 3,HPIQ.SIQ305,2012Q3,disq3,5,Household contents and services,Contents and services,group,1019,0.1,-0.8
Income quintile 4,HPIQ.SIQ405,2012Q3,disq4,5,Household contents and services,Contents and services,group,1020,0.3,-0.7
Income quintile 5 (high),HPIQ.SIQ505,2012Q3,disq5,5,Household contents and services,Contents and services,group,1022,0.4,-0.7
Expenditure quintile 1 (low),HPIQ.SEQ105,2012Q3,expq1,5,Household contents and services,Contents and services,group,1022,0.4,-1.4
Expenditure quintile 2,HPIQ.SEQ205,2012Q3,expq2,5,Household contents and services,Contents and services,group,1026,0.4,-1.3
Expenditure quintile 3,HPIQ.SEQ305,2012Q3,expq3,5,Household contents and services,Contents and services,group,1020,0.2,-0.5
Expenditure quintile 4,HPIQ.SEQ405,2012Q3,expq4,5,Household contents and services,Contents and services,group,1021,0.3,-0.8
Expenditure quintile 5 (high),HPIQ.SEQ505,2012Q3,expq5,5,Household contents and services,Contents and services,group,1023,0.2,-0.7
Maori,HPIQ.SMAO05,2012Q3,maori,5,Household contents and services,Contents and services,group,1031,1,-0.8
Superannuitant,HPIQ.SSUP05,2012Q3,super,5,Household contents and services,Contents and services,group,1013,-0.1,-0.9
All households,HPIQ.SALL051,2012Q3,allhh,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1043,2.8,0.9
Beneficiary,HPIQ.SBEN051,2012Q3,benef,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1065,3.6,0.4
Income quintile 1 (low),HPIQ.SIQ1051,2012Q3,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1065,3.7,0.1
Income quintile 2,HPIQ.SIQ2051,2012Q3,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1058,3.2,1.2
Income quintile 3,HPIQ.SIQ3051,2012Q3,disq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1031,2.2,0.9
Income quintile 4,HPIQ.SIQ4051,2012Q3,disq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1034,2.6,1.2
Income quintile 5 (high),HPIQ.SIQ5051,2012Q3,disq5,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1044,2.5,1
Expenditure quintile 1 (low),HPIQ.SEQ1051,2012Q3,expq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1045,3.7,-0.2
Expenditure quintile 2,HPIQ.SEQ2051,2012Q3,expq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1065,3.5,0.8
Expenditure quintile 3,HPIQ.SEQ3051,2012Q3,expq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1037,2.5,1.4
Expenditure quintile 4,HPIQ.SEQ4051,2012Q3,expq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1043,2.6,1.1
Expenditure quintile 5 (high),HPIQ.SEQ5051,2012Q3,expq5,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1040,2.2,0.9
Maori,HPIQ.SMAO051,2012Q3,maori,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1047,3.4,0.4
Superannuitant,HPIQ.SSUP051,2012Q3,super,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1020,1.7,0.5
All households,HPIQ.SALL052,2012Q3,allhh,5.2,Household textiles,Textiles,subgroup,1050,-4.3,-2
Beneficiary,HPIQ.SBEN052,2012Q3,benef,5.2,Household textiles,Textiles,subgroup,1067,-3,-1.2
Income quintile 1 (low),HPIQ.SIQ1052,2012Q3,disq1,5.2,Household textiles,Textiles,subgroup,1046,-5.1,-2.2
Income quintile 2,HPIQ.SIQ2052,2012Q3,disq2,5.2,Household textiles,Textiles,subgroup,1049,-4.7,-1.2
Income quintile 3,HPIQ.SIQ3052,2012Q3,disq3,5.2,Household textiles,Textiles,subgroup,1045,-4,-1.8
Income quintile 4,HPIQ.SIQ4052,2012Q3,disq4,5.2,Household textiles,Textiles,subgroup,1041,-5.3,-2.3
Income quintile 5 (high),HPIQ.SIQ5052,2012Q3,disq5,5.2,Household textiles,Textiles,subgroup,1065,-3.2,-2.2
Expenditure quintile 1 (low),HPIQ.SEQ1052,2012Q3,expq1,5.2,Household textiles,Textiles,subgroup,1063,-3.2,0.3
Expenditure quintile 2,HPIQ.SEQ2052,2012Q3,expq2,5.2,Household textiles,Textiles,subgroup,1057,-4.1,-1.9
Expenditure quintile 3,HPIQ.SEQ3052,2012Q3,expq3,5.2,Household textiles,Textiles,subgroup,1036,-5.5,-2.2
Expenditure quintile 4,HPIQ.SEQ4052,2012Q3,expq4,5.2,Household textiles,Textiles,subgroup,1050,-4.4,-2.1
Expenditure quintile 5 (high),HPIQ.SEQ5052,2012Q3,expq5,5.2,Household textiles,Textiles,subgroup,1057,-4.3,-2.8
Maori,HPIQ.SMAO052,2012Q3,maori,5.2,Household textiles,Textiles,subgroup,1047,-4,-0.9
Superannuitant,HPIQ.SSUP052,2012Q3,super,5.2,Household textiles,Textiles,subgroup,1045,-3,0
All households,HPIQ.SALL053,2012Q3,allhh,5.3,Household appliances,Appliances,subgroup,1037,-1.5,-3.6
Beneficiary,HPIQ.SBEN053,2012Q3,benef,5.3,Household appliances,Appliances,subgroup,1043,-1.7,-4.7
Income quintile 1 (low),HPIQ.SIQ1053,2012Q3,disq1,5.3,Household appliances,Appliances,subgroup,1030,-2.1,-4.5
Income quintile 2,HPIQ.SIQ2053,2012Q3,disq2,5.3,Household appliances,Appliances,subgroup,1039,-1.1,-3.3
Income quintile 3,HPIQ.SIQ3053,2012Q3,disq3,5.3,Household appliances,Appliances,subgroup,1031,-2,-3.6
Income quintile 4,HPIQ.SIQ4053,2012Q3,disq4,5.3,Household appliances,Appliances,subgroup,1044,-1.2,-3.5
Income quintile 5 (high),HPIQ.SIQ5053,2012Q3,disq5,5.3,Household appliances,Appliances,subgroup,1042,-1.4,-3.1
Expenditure quintile 1 (low),HPIQ.SEQ1053,2012Q3,expq1,5.3,Household appliances,Appliances,subgroup,1035,-2.1,-4.1
Expenditure quintile 2,HPIQ.SEQ2053,2012Q3,expq2,5.3,Household appliances,Appliances,subgroup,1036,-1.1,-3.2
Expenditure quintile 3,HPIQ.SEQ3053,2012Q3,expq3,5.3,Household appliances,Appliances,subgroup,1043,-1.5,-4
Expenditure quintile 4,HPIQ.SEQ4053,2012Q3,expq4,5.3,Household appliances,Appliances,subgroup,1028,-1.8,-3.2
Expenditure quintile 5 (high),HPIQ.SEQ5053,2012Q3,expq5,5.3,Household appliances,Appliances,subgroup,1045,-1.2,-3.5
Maori,HPIQ.SMAO053,2012Q3,maori,5.3,Household appliances,Appliances,subgroup,1045,-1.1,-3.9
Superannuitant,HPIQ.SSUP053,2012Q3,super,5.3,Household appliances,Appliances,subgroup,1032,-1.3,-2.9
All households,HPIQ.SALL054,2012Q3,allhh,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,959,0.4,-2.4
Beneficiary,HPIQ.SBEN054,2012Q3,benef,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,975,0.8,-1.3
Income quintile 1 (low),HPIQ.SIQ1054,2012Q3,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,960,1.1,-2.6
Income quintile 2,HPIQ.SIQ2054,2012Q3,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,978,0.1,-2.5
Income quintile 3,HPIQ.SIQ3054,2012Q3,disq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,963,0.9,-0.9
Income quintile 4,HPIQ.SIQ4054,2012Q3,disq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,954,0.2,-2.4
Income quintile 5 (high),HPIQ.SIQ5054,2012Q3,disq5,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,948,0.3,-2.4
Expenditure quintile 1 (low),HPIQ.SEQ1054,2012Q3,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,992,0.7,-2.3
Expenditure quintile 2,HPIQ.SEQ2054,2012Q3,expq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,958,0.1,-2.6
Expenditure quintile 3,HPIQ.SEQ3054,2012Q3,expq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,961,0.4,-2.1
Expenditure quintile 4,HPIQ.SEQ4054,2012Q3,expq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,958,0.2,-2.3
Expenditure quintile 5 (high),HPIQ.SEQ5054,2012Q3,expq5,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,942,0.9,-1.6
Maori,HPIQ.SMAO054,2012Q3,maori,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,1003,0.7,-0.9
Superannuitant,HPIQ.SSUP054,2012Q3,super,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,960,0.5,-2.6
All households,HPIQ.SALL055,2012Q3,allhh,5.5,Tools and equipment for house and garden,Tools,subgroup,994,0.7,-1
Beneficiary,HPIQ.SBEN055,2012Q3,benef,5.5,Tools and equipment for house and garden,Tools,subgroup,997,0.5,-2.2
Income quintile 1 (low),HPIQ.SIQ1055,2012Q3,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,985,0.5,-1.6
Income quintile 2,HPIQ.SIQ2055,2012Q3,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,996,0.6,-2.2
Income quintile 3,HPIQ.SIQ3055,2012Q3,disq3,5.5,Tools and equipment for house and garden,Tools,subgroup,995,0.5,0
Income quintile 4,HPIQ.SIQ4055,2012Q3,disq4,5.5,Tools and equipment for house and garden,Tools,subgroup,997,0.8,-0.9
Income quintile 5 (high),HPIQ.SIQ5055,2012Q3,disq5,5.5,Tools and equipment for house and garden,Tools,subgroup,996,1,-0.3
Expenditure quintile 1 (low),HPIQ.SEQ1055,2012Q3,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,990,0.1,-2
Expenditure quintile 2,HPIQ.SEQ2055,2012Q3,expq2,5.5,Tools and equipment for house and garden,Tools,subgroup,988,0.7,-2
Expenditure quintile 3,HPIQ.SEQ3055,2012Q3,expq3,5.5,Tools and equipment for house and garden,Tools,subgroup,993,0.4,-0.1
Expenditure quintile 4,HPIQ.SEQ4055,2012Q3,expq4,5.5,Tools and equipment for house and garden,Tools,subgroup,1001,0.7,-0.8
Expenditure quintile 5 (high),HPIQ.SEQ5055,2012Q3,expq5,5.5,Tools and equipment for house and garden,Tools,subgroup,997,1.3,-0.5
Maori,HPIQ.SMAO055,2012Q3,maori,5.5,Tools and equipment for house and garden,Tools,subgroup,1002,0.1,-1.6
Superannuitant,HPIQ.SSUP055,2012Q3,super,5.5,Tools and equipment for house and garden,Tools,subgroup,987,0.5,-1.8
All households,HPIQ.SALL056,2012Q3,allhh,5.6,Other household supplies and services,Other supplies and services,subgroup,1006,0.5,0.3
Beneficiary,HPIQ.SBEN056,2012Q3,benef,5.6,Other household supplies and services,Other supplies and services,subgroup,1010,0.2,-0.6
Income quintile 1 (low),HPIQ.SIQ1056,2012Q3,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,1009,0.3,-0.2
Income quintile 2,HPIQ.SIQ2056,2012Q3,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,1010,0.7,0.2
Income quintile 3,HPIQ.SIQ3056,2012Q3,disq3,5.6,Other household supplies and services,Other supplies and services,subgroup,1006,0.5,0.3
Income quintile 4,HPIQ.SIQ4056,2012Q3,disq4,5.6,Other household supplies and services,Other supplies and services,subgroup,1004,0.3,0.3
Income quintile 5 (high),HPIQ.SIQ5056,2012Q3,disq5,5.6,Other household supplies and services,Other supplies and services,subgroup,999,0.3,0.8
Expenditure quintile 1 (low),HPIQ.SEQ1056,2012Q3,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,1012,0.7,0
Expenditure quintile 2,HPIQ.SEQ2056,2012Q3,expq2,5.6,Other household supplies and services,Other supplies and services,subgroup,1011,0.4,-0.4
Expenditure quintile 3,HPIQ.SEQ3056,2012Q3,expq3,5.6,Other household supplies and services,Other supplies and services,subgroup,1007,0.3,0.1
Expenditure quintile 4,HPIQ.SEQ4056,2012Q3,expq4,5.6,Other household supplies and services,Other supplies and services,subgroup,1007,0.5,0.3
